Date,Company/Brand,Stage,Amount($),Year,Founded,HeadQuarter,Sector,Founders,Investor
2020-04-24,Docsapp,Series A,9500000.0,2020,2015,Bangalore,Healthcare,Satish Kannan,"Bessemer Venture Partners India, Fusian Capital, Rebright Partners, Milliways Fund LLC"
2020-04-24,Reliance Retail,Series A,10220000.0,2020,2006,Mumbai,E-Commerce,Mukesh Ambani,Silver Lake Partners
2020-04-24,CureFit,Series D,115000000.0,2020,2016,Bangalore,Wellness/Beauty,"Mukesh Bansal, Ankit Nagori",Temasek
2020-04-24,Avanse Financial Services,Series A,15000000.0,2020,2012,Mumbai,FinTech,Amit Gainda,International Finance Corporation
2020-04-24,Wellversed,Pre-series A,3000000.0,2020,2018,Delhi,Automotive,"Aanan Khurma, Aditya Seth, Ripunjay Chachan","KLUB Works, Shankar Narayanan"
2020-04-25,FPL Technologies,Series A,10000000.0,2020,2019,Pune,FinTech,"Anurag Sinha, Rupesh Kumar, Vibhav Hathi","Matrix Partners India, Hummingbird Ventures"
2020-04-25,Tiliter,Series A,7500000.0,2020,2017,Sydney,Consumer Services,"Chris Sampson, Marcel Herz, Martin Karafilis","AngelList, Investec"
2020-04-26,Biocon,Series A,15000000.0,2020,1978,Bangalore,Automotive,Kiran Mazumdar-Shaw,Goldman Sachs
2020-04-26,Country Delight,Series C,25000000.0,2020,2015,Haryana,Consumables,"Chakradhar Gade, Nitin Kaushal","Orios Venture Partners, Matrix Partners India"
2020-04-26,Avataa Me,Series A,7000000.0,2020,2014,Bangalore,Technology,Gaurav Baid,Sequoia Capital India
2020-04-26,Sanfe,Pre-series A,1100000.0,2020,2016,Delhi,Other,"Archit Agarwal, Harry Sehrawat","SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital"
2020-04-26,Invento,Series A,3000000.0,2020,2016,Bangalore,Technology,"Balaji Viswanathan, Bharat Kumar, Mahalakshmi Radhakrishnan","Chiripal Group, Ratish Kumar Nair"
2020-04-27,ProEves,Seed Round,507000.0,2020,2016,Delhi,Automotive,"Divya Agarwal, Ketika Kapoor",1Crowd
2020-04-29,Sascan Meditech pvt ltd,Series A,3000000.0,2020,2015,Kerala,Healthcare,Dr Subhash Narayanan,Unicorn India Ventures
2020-04-29,Spaciya Consultants,Pre-series A,500000.0,2020,2016,Noida,Real Estate,Ajit Panda,Alok Garg
2020-04-29,KopyKitab,Series A,3000000.0,2020,2013,Bangalore,Education,"Amit Shrivastava, Sumeet Verma","Paula Mariwala, Siddharth Anand"
2020-04-30,Intello Labs,Series A,5900000.0,2020,2016,Gurugram,Technology,"Milan Sharma, Nishant Mishra, Himani Shah, Devendra Chandani",Saama Capital
2020-04-30,Pandorum,Series A,5060000.0,2020,2011,Bangalore,Technology,Tuhin Bhowmick,"021 Capital, Karnataka Information Technology Venture Capital Fund"
2020-04-30,Slurrp Farm,Series A,2000000.0,2020,2016,Gurugram,Consumables,Meghana Narayan,Fireside Ventures
2020-04-30,Bikayi,Seed Round,2000000.0,2020,2019,Hyderabad,E-Commerce,"Sonakshi Nathani, Ashutosh Singla",Mantis ventures
2020-04-30,Stanplus,Pre-series A,1500000.0,2020,2016,Hyderabad,Healthcare,Prabhdeep Singh,Pegasus FinInvest
2020-05-01,Dhurnia,Series A,100000.0,2020,2018,Haryana,Education,"Ajay Kumar, Murari Singh","Chandigarh Angels Network, Modulor Capital"
2020-05-01,Fleetx,Pre-series B,3000000.0,2020,2017,Gurugram,Technology,"Abhay Jeet Gupta, Parveen Kataria, Udbhav Rai, Vineet Sharma, Vishal Mishra","Rohit Bansal, Rohan Ranavat"
2020-05-02,MoooFarm,Pre-seed,500000.0,2020,2019,Gurugram,Technology,"Param Singh, Aashna Singh, Abhijeet Mittal, Jitesh Arora","Navus Ventures, Rockstart"
2020-05-02,Pepper Content,Series A,4200000.0,2020,2017,Mumbai,E-Commerce,"Anirudh Singla, Rishabh Shekhar","Alok Mittal, Manan Maheshwari"
2020-05-02,Sleepy Owl,Series A,3000000.0,2020,2016,Delhi,Consumables,"Ajai Thandi, Arman Sood, Ashwajeet Singh",Rukam Capital
2020-05-02,AnalytIQSports's SuperCric,Series A,3000000.0,2020,2019,Bangalore,Media/Entertainment,"Suhail Chandhok, Arvind Sivdas, Dhanya Param",Venture Catalysts
2020-05-02,Spintly,Pre-series A,248000.0,2020,2017,Goa,Technology,"Rohin Parkar, Malcolm Dsouza",Saltwater Venture Sparks
2020-05-03,ThriveFNC,Seed Round,3000000.0,2020,2017,Pune,Wellness/Beauty,Mugdha Pradhan,Rajesh Ranavat
2020-05-03,Lido Learning,Series B,7500000.0,2020,2016,Mumbai,Education,Sahil Sheth,Bace Capital
2020-05-04,Fleeca India,Series A,3000000.0,2020,2016,Jaipur,Automotive,Tikam Jain,Bridgestone India
2020-05-04,Glance,Series A,145000000.0,2020,2016,Bangalore,Technology,Naveen Tewari,Mithril Capital Management.
2020-05-04,Klub,Seed Round,2000000.0,2020,2019,Bangalore,FinTech,"Anurakt Jain, Ishita Verma",Sequoia Surge
2020-05-05,DeepTek,Series A,3000000.0,2020,2018,Pune,Healthcare,"Amit Kharat, Ajit Patil, Aniruddha Pant",GHV Accelerator
2020-05-05,Zomato,Series A,660000000.0,2020,2008,Gurugram,Consumables,"Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah","Kora, Tiger Global Management"
2020-05-05,Ather Energy,Series C,11241000.0,2020,2013,Bangalore,Automotive,"Tarun Mehta, Swapnil Jain",Hero MotoCorp
2020-05-05,M1xchange,Series A,4500000.0,2020,2017,Gurugram,FinTech,Sundeep Mohindru,"BEENEXT, Mayfield Fund"
2020-05-07,Kitchens Centre,Seed Round,500000.0,2020,2019,Delhi,Technology,Lakshay Jain,AngelList India
2020-05-08,Chai Waale,Series A,232000.0,2020,2018,Chennai,Consumables,Vidur Maheshwari,"Tharun Dhariwal, Sunil Kumar Singhvi, Arun Ostwal, Vishal Ostwal, Gunavanth Vaid, Bharat Kumar"
2020-05-10,Dream11,Series A,225000000.0,2020,2008,Mumbai,Media/Entertainment,"Bhavit Sheth, Harsh Jain","Steadview Capital, Tencent Holdings"
2020-05-11,Winzo,Series A,2000000.0,2020,2018,Delhi,Gaming,"Paavan Nanda, Saumya Singh Rathore","Makers Fund, Courtside Ventures"
2020-05-11,Prayaan Capital,Seed Round,1200000.0,2020,2016,Chennai,FinTech,"Madhan Mohan , Akash Chelvam",Accion Venture Lab
2020-05-11,The Health company,Series A,350000.0,2020,2018,Gurugram,Technology,"Devansh Jain Nawal, Ackshay Jain","VCATS, First Cheque, 9Unicorns, Marquee investors"
2020-05-12,Zomato,Series A,62000000.0,2020,2008,Haryana,Consumables,"Deepinder Goyal, Pankaj Chaddah","MacRitchie Investments, Baillie Gifford"
2020-05-12,Oga Fit,Pre-series A,3000000.0,2020,2017,Bangalore,Wellness/Beauty,Ashish Rawat,"Inflection Point Ventures, Mitesh Shah"
2020-05-12,SucSEED Indovation,Series A,5000000.0,2020,2016,Hyderabad,FinTech,Vikrant Varshney,Venture Catalysts
2020-05-13,Nykaa,Series A,24700000.0,2020,2012,Mumbai,Lifestyle,Falguni Nayar,Steadview Capital
2020-05-13,Otipy,Pre-series A,1000000.0,2020,2020,Bangalore,E-Commerce,Varun Khanna,Inflection Point Ventures
2020-05-13,Fintso,Series A,2600000.0,2020,2020,Bangalore,FinTech,"George Mitra, Rajan Pathak","Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta"
2020-05-13,Vistaar Finance,Series A,30000000.0,2020,2010,Bangalore,Finance,"Brahmanad, Ramakrishna Nishtala",FMO
2020-05-15,HempStreet,Pre-series A,1000000.0,2020,2019,Bangalore,Healthcare,Abhishek Mohan,Pharmacon Holdings
2020-05-15,YoloBus,Series A,3300000.0,2020,2019,Gurugram,Logistics,"Shailesh Gupta, Mukul Shah",Nexus Venture Partners
2020-05-15,Wellcure,Series A,200000.0,2020,2016,Gurugram,Healthcare,"Sumeet Kapur, Ankur Bhatia, Aanchal Kapur",Inflection Point Ventures
2020-05-16,Shiprocket,Series C,13000000.0,2020,2017,Bangalore,Technology,Saahil Goel,"Tribe Capital, Innoven Capital, BII"
2020-05-16,Doubtnut,Series A,15000000.0,2020,2017,Gurugram,Education,"Tanushri Nagori, Aditya Shankar",Tencent
2020-05-16,Gradeup,Series A,546000.0,2020,2015,Noida,Education,Shobhit Bhatnagar,"Times Internet, TLabs"
2020-05-16,Awign Enterprises,Series A,500000.0,2020,2016,Bangalore,Other,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Unitus Ventures, Work10M"
2020-05-16,Magicpin,Series A,3879000.0,2020,2015,Gurugram,E-Commerce,"Anshoo Sharma, Brij Bhushan",Lightspeed Venture Partners
2020-05-17,Prolixr,Seed,3000000.0,2020,2018,Gurugram,Automotive,"Aditya Sharma, Jayesh Hans","Alfa Ventures, Divij Bajaj"
2020-05-17,FITTR,Pre-series A,2000000.0,2020,2016,Pune,Wellness/Beauty,"Jitendra Chouksey, Sonal Singh, Jyoti Dabas, Bala Krishna Reddy, Rohit Chattopadhyay.",Surge
2020-05-18,Rage Coffee,Series A,3000000.0,2020,2016,Delhi,Consumables,Bharat Sethi,Refex Capital
2020-05-18,Finn,Pre-series A,3000000.0,2020,2019,Bangalore,FinTech,"Suman Maram, Sudheer Maram","Unicorn India, PointOne Capital, Astir Ventures"
2020-05-18,Samya AI,Seed Round,6000000.0,2020,2019,Bangalore,Technology,"Shailendra Singh, Deepinder Dhingra, Pavan Palety",Sequoia India
2020-05-19,Vernacular ai,Series A,5100000.0,2020,2016,Bangalore,Technology,"Gupta, Akshay Deshraj, Manoj Sarda","Exfinity Ventures, IAN Fund"
2020-05-19,iNurture,Series A,1340000.0,2020,2009,Bangalore,Education,Ashwin Ajila,BlackSoil Capital
2020-05-19,Unotech,Series A,2000000.0,2020,2011,Mumbai,Technology,Vikash Jha,Manish Choksi
2020-05-20,Nirmata,Series A,3000000.0,2020,2013,San Franciscao,Technology,"Damien Toledo, Jim Bugwadia, Ritesh Patel","Damien Toledo, Jim Bugwadia, Ritesh Patel"
2020-05-20,Xtracap,Series A,1000000.0,2020,2016,Gurugram,FinTech,Mohammed Riaz,Angel Investors
2020-05-20,Eupheus Learning,Series A,4300000.0,2020,2017,Delhi,Education,"Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Yuj Ventures
2020-05-20,PointOne Capital,Series A,3000000.0,2020,2020,Bangalore,Finance,Mihir Jha,Venture Catalysts
2020-05-21,CRED,Series C,80000000.0,2020,2018,Bangalore,Finance,Kunal Shah,"General Catalyst, Ribbit Capital"
2020-05-21,MikeLegal,Seed,3000000.0,2020,2017,Gurugram,Technology,"Tushar Bhargava, Anshul Gupta","SOSV, Artesian"
2020-05-21,Betterplace,Series B,10000000.0,2020,2015,Bangalore,Technology,"Saurabh Tandan, Pravin Agarwala",Jungle Ventures
2020-05-21,Excess2Sell,Series A,1000000.0,2020,2016,Mumbai,E-Commerce,Rajan Sharma,Gautham Madhavan
2020-05-22,Camp K12,Seed Round,4000000.0,2020,2016,Gurugram,Education,"Anshul Bhagi, Sandeep Bhagi","Matrix Partners, SAIF Partners"
2020-05-22,GetWork,Pre-seed,40000.0,2020,2019,Gurugram,Technology,Rahul Veerwal,India Accelerator
2020-05-23,Trell,Pre-series A,4000000.0,2020,2016,Bangalore,E-Commerce,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","Sequoia’s Surge, Fosun RZ"
2020-05-23,Dealberg,Series A,3000000.0,2020,2016,Bangalore,E-Commerce,Abhishek Emmanuel,Undisclosed
2020-05-23,Vieroots,Series A,3000000.0,2020,2018,Kochi,Healthcare,Sanjeev Nair,Suniel Shetty
2020-05-24,Byju’s,Series A,500000000.0,2020,2011,Bangalore,Education,Byju Raveendran,"Owl Ventures, Tiger Global Management"
2020-05-25,Let's Dive,Series A,1700000.0,2020,2020,Bangalore,Technology,"Nitesh Agrawal, Om Prakash",Surge
2020-05-26,INdwealth,Series C,12000000.0,2020,2016,Gurugram,FinTech,Ashish Kashyap,"Tiger Global, Steadview Capital, DF International Private Partners"
2020-05-26,Uniplatform Tech,Series A,3000000.0,2020,2015,Delhi,Technology,"Rohit Manghnani, Amit K Jaiswal, Iccha Manghnani","Frontline Strategy Finds, SucSEED Venture Partners LLP"
2020-05-26,WorkIndia,Series A,6000000.0,2020,2016,Bangalore,Technology,Kunal Patil,Xiaomi
2020-05-26,DeepSync,Series A,136000.0,2020,2018,Chandigarh,Technology,"Ishan Sharma, Rishikesh","Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund"
2020-05-27,Amica,Series A,2000000.0,2020,2016,Bangalore,FinTech,Jitendra Gupta,"Hummingbird Ventures, Bedrock Capital"
2020-05-27,Skylo,Series B,103000000.0,2020,2017,Bangalore,Technology,Trivedi,SoftBank Group
2020-05-28,MergerDomo,Series A,197000.0,2020,2018,Noida,Marketing,"Hormazd Charna, Manoj Mishra","Nadir Godrej, Individual Investors"
2020-05-28,Goodmylk,Seed Round,400000.0,2020,2017,Bangalore,Consumables,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest"
2020-05-28,Awign,Pre-series B,3000000.0,2020,2016,Bangalore,Other,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Unitus Ventures, Work10M"
2020-05-28,Convosight,Pre-series A,4000000.0,2020,2019,Hyderabad,Technology,"Tarun Dhamija, Kartik Bansal","IvyCap Ventures, Sequoia Capital"
2020-05-29,Go Desi,Seed Round,627300.0,2020,2018,Delhi,Consumables,Vinay Kothari,Rukam Capital
2020-05-30,Info Edge Venture,Series A,50000000.0,2020,1995,Noida,Finance,Sanjeev Bikhchandani,Lightbox
2020-05-30,Winuall,Series A,2000000.0,2020,2019,Bangalore,Education,"Ashwini Purohit, MS Chouhan","Amit Lakhotia, Akash Gehani"
2020-05-31,Illumnus,Seed,100000.0,2020,2018,Pune,Education,"Akash Deep Singhal, Akshaya Singhal, Devashish Saxena, Gauri Dehnkar",23 High Networth Individuals (HNIs).
2020-05-31,Toppr,Series D,35000000.0,2020,2013,Mumbai,Education,"Zishaan Hayath, Hemanth Goteti","Kaizenvest, Foundation Holdings"
2020-05-31,Leap Club,Series A,3000000.0,2020,2020,Gurugram,E-Commerce,"Ragini Das, Anand Sinha",Titan Capital
2020-06-01,inFeedo,Series A,3200000.0,2020,2013,Gurugram,Technology,Tanmaya Jain,"Peyush Bansal, Ritesh Malik"
2020-06-01,Expertrons,Seed Round,3000000.0,2020,2016,Mumbai,Technology,"Vivek Gupta, Jatin Solanki","Nikhil Vora, Iceland Venture Studio, LetsVenture, Samyakth Capital"
2020-06-01,Clientjoy,Pre-series A,800000.0,2020,2013,Gujarat,Technology,"Abhishek Doshi, Anupama Panchal, Shashwat Bhatt, Yash Shah","LetsVenture, Jyotsna Bapat"
2020-06-01,Stack Finance,Seed Round,3000000.0,2020,2019,Bangalore,FinTech,Smriti Tomar,"SOSV, MOX (Mobile Only Accelerator)"
2020-06-02,Ninjacart,Series A,30000000.0,2020,2015,Bangalore,Consumables,"Ashutosh Vikram, Kartheeswaran K K, Sharath Loganathan, Thiru Nagarajan, Thirukumaran Nagarajan, Vasu Devan","Syngenta Ventures, Walmart"
2020-06-02,Oye! Rickshaw,Series A,10000000.0,2020,2016,Bangalore,Technology,Akash Deep,Chiratae Ventures
2020-06-03,Eden Smart Homes,Series A,3000000.0,2020,2018,Bangalore,Technology,"Pranjal Kacholia, Divyansh Mathur",Inflection Point Ventures
2020-06-03,Chingari,Seed Round,1300000.0,2020,2018,Bangalore,Media/Entertainment,"Biswatma Nayak, Siddharth Gautam","AngelList India, Utsav Somani, Village Global, LogX Ventures, Jasminder Singh Gulati"
2020-06-03,Entri,Pre-series A,1700000.0,2020,2017,Kochi,Education,Mohammed Hisamuddin,Good Capital
2020-06-04,Credit Mantri,Series A,792000.0,2020,2012,Chennai,FinTech,"Gowri Mukherjee, Ranjit Punja, Rajasundaram Sudarshan","IDG Ventures, Elevar Equity, Accion"
2020-06-04,Yulu,Series A,3964000.0,2020,2016,Bangalore,Other,Amit Gupta,Rocketship
2020-06-04,91springboard,Series A,5940000.0,2020,2012,Delhi,Other,"Vemuri, Deepak Sharma, Pranay Gupta, Varun Chawla","Pearl Brook Holdings Ltd, Al Nour International Holdings Co."
2020-06-04,Signzy,Series A,5400000.0,2020,2015,Bangalore,FinTech,"Ankit Ratan, Ankur Pandey, Arpit Ratan","GenNext Ventures, Contrarian Drishti Partners"
2020-06-04,Aavenir,Seed Round,2000000.0,2020,2019,Ahmedabad,Technology,Ashish Bhandari,Accel
2020-06-04,Snowflake,Series A,-2147483648.0,2020,2012,California,Technology,"Benoit Dageville, Bob Muglia, Marcin Zukowski, Thierry Cruanes","Salesforce Ventures, Dragoneer Investment Group"
2020-06-05,Leverage Edu,Series A,1500000.0,2020,2016,Delhi,Education,Akshay Chaturvedi,"DSG Consumer Partners, Blume Ventures"
2020-06-05,Mobile Premier League (MPL),Series B,500000.0,2020,2018,Bangalore,Gaming,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners"
2020-06-05,Pravasirojgar,Series A,33000000.0,2020,2020,Bangalore,Other,Sonu Sood,GoodWorker.
2020-06-05,Reliance Retail Ventures Ltd,Series A,-2147483648.0,2020,2006,Mumbai,Consumer Services,Mukesh Ambani,"Silver Lake, Mubadala Investment Company"
2020-06-05,Flipkart,Series A,62000000.0,2020,2007,Bangalore,E-Commerce,"Binny Bansal, Sachin Bansal","Tencent Holdings, Walmart"
2020-06-05,MindTickle,Debt,100000000.0,2020,2011,Pune,Technology,"Deepak Diwakar, Krishna Depura, Mohit Garg, Nishant Mungali","Canaan Partners, NewView Capital"
2020-06-05,NIRA,Pre-series A,2100000.0,2020,2018,Bangalore,FinTech,"Rohit Sen, Nupur Gupta",Angel investors
2020-06-05,Blowhorn,Series A,3000000.0,2020,2014,Bangalore,Logistics,"Mithun Srivatsa, Nikhil Shivaprasad",Trifecta Capital
2020-06-06,Power Gummies,Bridge,3000000.0,2020,2018,Delhi,Healthcare,Divij Bajaj,Venture Catalysts
2020-06-06,CredR,Series A,2000000.0,2020,2014,Mumbai,E-Commerce,"Nikhil Jain, Nittin Mittal, Sumit Chhazed","Eight Roads Ventures, On Mauritius"
2020-06-07,Mobile Premier League,Series A,74000000.0,2020,2018,Bangalore,Media/Entertainment,"Sai Srinivas Kiran G, Shubham Malhotra","Sequoia Capital India, Times Internet"
2020-06-07,Guvi Geek Network Pvt Ltd,Pre-series A,786000.0,2020,2014,Chennai,Education,"SP Balamurugan, Arun Prakash, Sri Devi",Education Catalyst Fund
2020-06-07,Ultraviolette Automotive,Series B,410000.0,2020,2015,Bangalore,Technology,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company
2020-06-07,Arrival,Series A,118000000.0,2020,2015,London,Energy,Denis Sverdlov,"UPS Ventures, Hyundai Motor Company"
2020-06-07,HomeLane,Series D,1000000.0,2020,2014,Chennai,Real Estate,"Srikanth Iyer, Rama Harinath","Evolvence India Fund (EIF), Pidilite Group, FJ Labs"
2020-06-07,LetsTransport,Series A,1313500.0,2020,2015,Bangalore,Technology,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Stride Ventures
2020-06-08,Pitstop,Series A,2500000.0,2020,2016,Bangalore,Automotive,Mihir Mohan mishra,TPG-backed Group Landmark
2020-06-08,Frontier Markets,Pre-series A,2250000.0,2020,2011,Jaipur,E-Commerce,Ajaitha Shah,"ENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund."
2020-06-08,FabHotels,Series B,1030000.0,2020,2014,Gurugram,Hospitality,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs"
2020-06-09,TagMango,Seed,700000.0,2020,2019,Mumbai,Marketing,"Divyanshu Damani, Mohammad Hasan","XRM Media, Kevin Lin"
2020-06-09,Satyukt,Seed,500000.0,2020,2018,Bangalore,Technology,"Sat Tomer, Yukti Gill","NABVENTURES, Social Alpha (India)"
2020-06-09,Gamerji,Seed,3000000.0,2020,2018,Ahmedabad,Gaming,"Soham Thacker, Valay Patel, Varun Gajjar",La Gajjar Group.
2020-06-09,DeHaat,Series A,12000000.0,2020,2012,Bangalore,Technology,Shashank Kumar,Sequoia Capital India
2020-06-10,BHIVE Investech,Seed,1000000.0,2020,2014,Bangalore,Other,"Monnappa Bayavanda, Prashant Reddy, Ravindra M.K, Ravindra M.K., Shesh Paplikar, Shesh Paplikar, Sridhar Venkataraman",Blume Ventures
2020-06-10,TaxBuddy.com,Series A,1000000.0,2020,2019,Mumbai,FinTech,Sujit Bangar,Zenith Global
2020-06-10,Multi Living,Series A,6000000.0,2020,2016,Mumbai,Real Estate,Pankaj Singh,Lodha Ventures
2020-06-11,Countingwell,Pre-series A,1000000.0,2020,2018,Bangalore,Education,Nirmal Shah,"Delhi Private School, UAE, Interstar"
2020-06-11,Moms Co,Series B,8000000.0,2020,2016,Gurugram,Automotive,"Malika Datt Sadani, Mohit Sadaani","DSG Consumer Partners, Saama Capital"
2020-06-11,FreshtoHome,Series A,16000000.0,2020,2015,Bangalore,E-Commerce,Shan Kadavil,"Ascent Capital, Iron Pillar"
2020-06-11,Embibe,Series A,12618300.0,2020,2016,Mumbai,Education,Aditi Avasthi,Reliance Industries Limited (RIL)
2020-06-12,Rusk Media,Seed Round,3000000.0,2020,2019,Delhi,Media/Entertainment,Mayank Yadav,"InfoEdge Venture Fund, Sprout Venture Partners"
2020-06-12,Aye Finance,Series E,27700000.0,2020,2014,Gurugram,FinTech,"Vikram Jetley, Sanjay Sharma","Capital G, Alphabet's Independent growth fund"
2020-06-12,Flickstree,Series A,40900.0,2020,2014,Mumbai,Technology,"Saurabh Singh, Rahul Jain, Nagender Sangra","MOX, Venture Catalysts"
2020-06-13,Qin1,Series A,3000000.0,2020,2016,Noida,Education,"Ishan Gupta, Aarti Gupta",Venture Catalysts
2020-06-14,Raskik,Pre-series A,1000000.0,2020,2019,Bangalore,Other,"Vikas Chawla, Abhay Parnerkar, Satyajit Ram","Venture Catalysts, 9Unicorns"
2020-06-14,SUGAR cosmetics,Debt,2000000.0,2020,2012,Mumbai,Wellness/Beauty,"Kasuhik Mukherjee, Vineeta Singh","A91 Partners, RB Investments Pte. Ltd"
2020-06-14,Aker Foods,Series A,3000000.0,2020,2019,Pune,Consumables,Suraj Saste,Mumbai Angels Network
2020-06-14,Picxy,Series A,250000.0,2020,2016,Hyderabad,Media/Entertainment,Jitendra Emmani,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan"
2020-06-14,Oga Fit's,Pre-series A,3000000.0,2020,2017,Bangalore,Wellness/Beauty,Ashish Rawat,9Unicorns
2020-06-14,Vedantu,Series C,24000000.0,2020,2016,Bangalore,Education,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",GGV Capital
2020-06-15,Vedantu,Series C,12500000.0,2020,2016,Bangalore,Education,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Legend Capital
2020-06-15,Dunzo,Series E,28000000.0,2020,2014,Bangalore,Technology,"Kabeer Biswas, Ankur Agarwal, Dalvir Suri, Mukund Jha","Wes Schwalje, Alteria Capital"
2020-06-17,Reliance Retail Ventures,Series A,800000000.0,2020,2006,Mumbai,E-Commerce,Mukesh Ambani,"General Atlantic, Kohlberg Kravis Roberts"
2020-06-17,Bizlog,Series A,1000000.0,2020,2016,Bangalore,Logistics,"HS Srinivasan, Krishnan Rajan, E.V. Shunmugam",IAN Fund
2020-06-18,Pesto,Series A,3000000.0,2020,2017,Delhi,Education,"Andrew Linfoot, Ayush Jaiswal","Sriharsha Majety, Rahul Jaimini"
2020-06-18,LightSpeedAI,Series A,3000000.0,2020,2019,Bangalore,Technology,"Rohin Y, PV Ramana","YourNest, growX ventures"
2020-06-18,Fanspole,Pre-Seed,3000000.0,2020,2015,Thane,Media/Entertainment,"Aniket Shinde, Hardik Gondaliya","Mohan Verma, Better Capital"
2020-06-19,Rooter,Pre-series A,1700000.0,2020,2016,Delhi,Gaming,"Piyush, Dipesh Agarwal","Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital"
2020-06-19,MoneyTap,Series B,70185200.0,2020,2016,Bangalore,FinTech,"Bala Parthasarathy, Anuj Kacker, Kunal Varma","Aquiline Technology Growth (ATG), RTP Global, Sequoia India"
2020-06-20,Virohan,Seed Round,2800000.0,2020,2018,Gurugram,Automotive,"Kunaal Dudeja, Nalin Saluja, Archit Jayaswal","Keiretsu Forum, Elea Foundation"
2020-06-20,SoOLEGAL,Series A,4000000.0,2020,2015,Delhi,Technology,Manish Kaul,Venture Catalysts
2020-06-20,Etrio,Series A,3000000.0,2020,2017,Hyderabad,Energy,Deepak MV,HNIs
2020-06-20,Shadez,Seed Round,100000.0,2020,2018,Mumbai,Other,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures
2020-06-21,Tracxn,Series B,887000.0,2020,2013,Bangalore,Other,"Abhishek Goyal, Neha Singh","Saif partners, Accel partners, Sequoia capital"
2020-06-21,Remedo,Pre-series A,3000000.0,2020,2017,Delhi,Healthcare,"Dr Ruchir Mehra, Harsh Bansal, Richeek Arya",River Rock Ventures. Inflection Point Ventures
2020-06-21,ShareChat,Series A,351000.0,2020,2015,Bangalore,Media/Entertainment,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan","All About Inc, Beenext Pte Led, Beenos Asia, DG Ventures, Kanamori Assagement Singapore, Rebright Partners I, Rebright Partners II, Tetsuro Koda"
2020-06-21,Sreyas Holistic Remedies,Series A,1000000.0,2020,2008,Hyderabad,Technology,Dr Prashant Soma,Blacksoil
2020-06-22,Apna.co,Series A,8000000.0,2020,2019,Bangalore,Other,Nirmit Parikh,"Lightspeed India, Sequoia Capital India"
2020-06-22,Clairvolex,Debt,2000000.0,2020,2006,California,Technology,Manoj Pillai,"JF Mauritius SPV, IndusAge Partners"
2020-06-23,Swiflearn,Seed Round,3000000.0,2020,2019,Gurugram,Education,"Abhinav Agarwal, Anand Bakode","Stellaris Venture Partners, Venture Highway"
2020-06-24,Callido Learning,Series A,3000000.0,2020,2016,Mumbai,Education,Sriram Subramanian,Education Catalyst Fund
2020-06-24,Quicko,Series A,280000.0,2020,2016,Ahmedabad,Finance,Vishvajit Sonagara,"Zerodha fintech fund, Rainmatter"
2020-06-25,Nimesa,Series A,3000000.0,2020,2018,Bangalore,Technology,"Tapesh Goyal, Rajesh Vaidhyanathan",Ideaspring capital
2020-06-25,SirionLabs,Series C,44000000.0,2020,2012,Gurugram,Technology,Ajay Agrawal,"Tiger Global, Avatar Growth Capital"
2020-06-25,High Street Essentials,Pre series C,2743000.0,2020,2012,Delhi,E-Commerce,"Shivani Poddar, Tanvi Malik","SAIF Partners, India Quotient"
2020-06-25,Vogo,Series C,20000000.0,2020,2016,Bangalore,Automotive,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada
2020-06-26,Aye Finance,Series E,16753000.0,2020,2014,Gurugram,FinTech,"Vikram Jetley, Sanjay Sharma",Invest in Vision
2020-06-26,Karfa,Seed Round,25000.0,2020,2016,Delhi,E-Commerce,Kartikeya Goel,Undisclosed
2020-06-26,Medlife,Series A,15500000.0,2020,2014,Bangalore,Healthcare,"Tushar Kumar, Prashant Singh",Hero Fincorp
2020-06-27,EzeRx,Seed,200000.0,2020,2018,Kolkata,Technology,"Amit mandahar, Chaitali roy","Indian Oil Corporation, Krishna Chakravarty"
