Date,Company/Brand,Stage,Amount($),Year,Founded,HeadQuarter,Sector,Founders,Investor
2020-11-17,InsuranceDekho,Series A,20000000.0,2020,2017,Ludhiana,FinTech,Ankit Agrawal,GirnarSoft
2020-11-18,Zomato,Series A,100000000.0,2020,2008,Haryana,Consumables,"Deepinder Goyal, Pankaj Chaddah","MacRitchie Investments, Baillie Gifford"
2020-11-18,Mitron TV,Series A,3000000.0,2020,2020,Bangalore,Media/Entertainment,"Shivank Agarwal, Anish Khandelwal",9Unicorns
2020-11-18,Data Sutram,Series A,266500.0,2020,2018,Kolkata,Technology,"Rajit Bhattacharya, Aisik Paul, Ankit Das","Uday Sodhi, Mitesh Shah, Nitin Jain"
2020-11-19,Sapio Analytics,Series A,150000.0,2020,2018,Mumbai,Technology,"Ashwin Srivastava, Hardik Somani",Venture Catalysts
2020-11-19,Shuttl,Series C,8043000.0,2020,2015,Delhi,Logistics,"Amit Singh, Deepanshu Malviya",SIG Global India Fund LLP.
2020-11-20,Exotel,Series A,5000000.0,2020,2011,Bangalore,Technology,Shivakumar Ganesan,"A91 Partners, Artha India Ventures"
2020-11-20,Byju's,Series A,122000000.0,2020,2011,Bangalore,Education,Byju Raveendran,DST Global
2020-11-20,Able Jobs,Series A,2000000.0,2020,2019,Bangalore,Other,"Ravish Agrawal, Swatantra Kumar, Siddharth Srivastav","SAIF Partners, Y Combinator, Neeraj Arora, Titan Capital, First Cheque."
2020-11-20,Cell Propulsion,Pre-series A,3000000.0,2020,2017,Bangalore,Automotive,"Nakul Kukar, Paras Kaushal, Supratim Naskar","growX ventures, Sangam Ventures"
2020-11-20,CarTrade,Series H,42500000.0,2020,2009,Mumbai,Automotive,Vinay Sanghi,"Pincus, JP Morgan, Temasek, March Capital"
2020-11-21,Shiprocket,Series C,7500000.0,2020,2017,Delhi,E-Commerce,"Gautam Kapoor, Saahil Goel, Vishesh Khurana","Bertelsmann India Investments, InnoVen Capital"
2020-11-21,Snackible,Bridge,3000000.0,2020,2015,Mumbai,Automotive,Byju Raveendran,"Mumbai Angels, Murali Nair"
2020-11-21,Sarva,Series A,3000000.0,2020,2016,Bangalore,Wellness/Beauty,Sarvesh Shashi,"Mantra Capital, Patni Family"
2020-11-22,Tango Eye,Seed,3000000.0,2020,2018,Chennai,Technology,Surender Gounder,"Riso Investments, Lenskart"
2020-11-22,Suryoday,Series A,800000.0,2020,2008,Mumbai,Finance,R. Baskar Babu,"Gaja Capital, Kotak Life, Lok Capital"
2020-11-22,ZunRoof,Series A,3000000.0,2020,2016,Gurugram,Other,"Pranesh Chaudhary, Sushant Sachan",Godrej Investments
2020-11-23,Shop101,Series C,3900000.0,2020,2015,Bangalore,E-Commerce,"Abhinav Jain, Aditya Gupta","Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital"
2020-11-23,AvalonMeta,Series A,420000.0,2020,2017,Bangalore,Education,"Varun Mayya, Shashank Udupa, Abhinav Arora",Peerplays
2020-11-23,FlexiLoans,Debt,6000000.0,2020,2016,Mumbai,FinTech,"Abhishek Kothari, Deepak Jain, Manish Lunia, Ritesh Jain",>Vikram Sud
2020-11-23,HighRadius,Series B,125000000.0,2020,2016,Hyderabad,Technology,Sashi Narahari,ICONIQ Capital
2020-11-24,Flick Stree,Series A,3000000.0,2020,2016,Mumbai,Media/Entertainment,Saurabh Singh,Samsung Venture Investment
2020-11-24,Big Basket,Series A,3500000.0,2020,2016,Bangalore,Other,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Sudhakar",Trifecta Capital
2020-11-25,DocSumo,Seed Round,220000.0,2020,2019,Mumbai,Technology,"Rushabh Sheth, Bikram Dahl","Better Capital, TechStars, Barclays."
2020-11-25,Obviously AI,Series A,3000000.0,2020,2018,Bangalore,Technology,"Tapojit Debnath, Nirman Dave",Arka Venture Labs
2020-11-26,Probus Smart Things,Seed Round,3000000.0,2020,2016,Delhi,Technology,"Anand Singh, Ankit Vaish",Unicorn India Ventures
2020-11-26,Gaana,Series A,51000000.0,2020,2010,Gurugram,Media/Entertainment,Pawan Agarwal,"Tencent Holdings, Times Internet"
2020-11-26,CHARGE+ZONE,Pre-series A,3000000.0,2020,2018,Gujarat,Energy,"Kartikey Hariyani, Pavan Bakeri",Mumbai Angels
2020-11-27,Leap Club,Seed Round,340000.0,2020,2016,Gurugram,Other,"Ragini Das, Anand Sinha","Whiteboard Capital, FirstCheque, Artha India Ventures, Sweta Rau, Deepak Abbot, Amrish Rau, Harpreet Singh Grover"
2020-11-27,Onsitego,Series B,30000000.0,2020,2010,Mumbai,Other,Kunal Mahipal,"Accel, Zodius Capital"
2020-11-28,GPS Renewables,Series A,3000000.0,2020,2010,Bangalore,Other,"Mainak, Sreekrishna","Triodos, Caspian"
2020-11-28,Sunday,Pre-Series B,9000000.0,2020,2017,Bangkok,FinTech,Cindy Kua,"SCB 10X, LINE Ventures"
2020-11-28,ShipsKart,Pre-series A,200000.0,2020,2018,Delhi,E-Commerce,"Dhruv Sawhney, Vivek Sahi, Sunny Bagla",Betatron
2020-11-29,Credgencies,Seed Round,3000000.0,2020,2018,Bangalore,Technology,"Rishabh Goel, Anand Agrawal, Mayank Khera",Titan Capital
2020-11-29,Smart Coin,Series A,7000000.0,2020,2015,Bangalore,FinTech,"Amit Chandel, Rohit Garg, Vinay Kumar, Jayant Upadhyay",LGT LightstoneAspada
2020-11-29,Soxytoes,Series A,3000000.0,2020,2016,Delhi,E-Commerce,"Vidushi Kajaria, Aayush Goenka",Angel network
2020-11-29,Deepsync,Series A,300000.0,2020,2018,Bangalore,Technology,"Ishan Sharma, Rishikesh Kumar",Venkat Raju
2020-11-29,MinionLabs,Series A,3000000.0,2020,2016,Bangalore,Other,Gokul Shrinivas,Indian Angel Network
2020-11-29,Shuttl,Series C,7975700.0,2020,2015,Delhi,Logistics,"Amit Singh, Deepanshu Malviya",SIG Global India Fund
2020-11-29,Callify.ai,Seed,560000.0,2020,2016,Mumbai,Technology,"Chetan Indap, Sunny Sharma, Deepanti Kavi",Malpani Ventures
2020-11-30,Milk Mantra,Series A,10000000.0,2020,2009,Odisha,Consumables,Srikumar Misra,US International Development Finance Corporation
2020-11-30,Nutrova,Pre-series A,3000000.0,2020,2013,Mumbai,Agriculture,Akshay Pai,DSG Consumer Partners
2020-11-30,MyClassboard,Pre-series A,600000.0,2020,2008,Hyderabad,Education,Ajay Sakhamuri,ICICI Bank.
2020-11-30,Inflexor Ventures,Series A,10000000.0,2020,2020,Mumbai,FinTech,"Parampara Capital, Venkat Vallabhaneni, Jatin Desai",Venture Catalysts
2020-11-30,Ergos,Series A,5000000.0,2020,2012,Biphar,Technology,"Kishor Kumar Jha, Praveen Kumar","Aavishkaar Venture Capital, Chiratae Ventures"
2020-12-01,Fourth Partner Energy,Series A,16000000.0,2020,2010,Hyderabad,Energy,"Saif Dhorajiwala, Vikas saluguti, Vivek Subramanian","responsAbility, Grameen Impact India (GIII)"
2020-12-01,Fedo,Series A,1000000.0,2020,2017,Bangalore,Technology,"Arun Mallavarapu, Prasanth Madavana",AIM Smart City
2020-12-01,Zomato,Series A,5000000.0,2020,2016,Gurugram,Consumables,Deepinder Goyal,Pacific Horizon
2020-12-01,NOTO,Seed Round,3000000.0,2020,2016,Mumbai,Consumables,"Ashni Sheth, Varun Sheth",WEH Ventures
2020-12-02,Swiggy,Series A,43000000.0,2020,2014,Bangalore,Consumables,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini","Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets"
2020-12-03,F5,Seed Round,3000000.0,2020,2018,Delhi,E-Commerce,"Raghav Arora, Lalit Kumar Aggarwal",LetsVenture investors
2020-12-03,SuperMoney,Pre-series A,1000000.0,2020,2018,Mumbai,FinTech,Nikhil Banerjee,Unitus Ventures.
2020-12-03,Carbon Clean,Series A,16000000.0,2020,2009,Bangalore,Other,"Aniruddha Sharma, Prateek Bumb","WAVE Equity Partners, Chevron Technology Ventures, Marubeni Corporation."
2020-12-04,Mindhouse,Series A,286000.0,2020,2019,Gurugram,Healthcare,"Pankaj Chaddah, Staff Pooja Khanna","GGV Capital, Sahi Barual"
2020-12-04,Rupeek,Series A,30000000.0,2020,2015,Bangalore,FinTech,"Amar Prabhu, Ashwin Soni, Sumit Maniyar","GGV Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners"
2020-12-04,SATYA Microcapital,Series A,9.0,2020,1995,Delhi,FinTech,Vivek Tiwari,BlueOrchard Finance Limited
2020-12-05,True Balance,Series C,-2147483648.0,2020,2014,Gurugram,Finance,"Charlie, Jay, Martin",Balancehero
2020-12-05,OneCode,Seed Round,3000000.0,2020,2016,Gurugram,E-Commerce,"Manish Shara, Yash Desai",WaterBridge Ventures
2020-12-05,Plum,Series A,115000.0,2020,2013,Thane,Wellness/Beauty,Shankar Prasad,"Ronald Conway, Bay Partners"
2020-12-05,Zuper,Seed,1100000.0,2020,2016,Seattle,Technology,Vijay Narasiman,"Gemba Capital, Gunderson Dettmer"
2020-12-05,qZense,Seed,600000.0,2020,2019,Bangalore,Technology,"Rubal Chib, Dr Srishti Batra","Venture Catalysts, 9Unicorns Accelerator Fund"
2020-12-05,Edhusk,Series A,3000000.0,2020,2017,Jaipur,Education,"Anuj Bhuria, Himanshu Kumar, Himanshu Meena",Mumbai Angel Network
2020-12-05,Credit Wise Capital,Seed,6000000.0,2020,1994,Mumbai,FinTech,"Hirak Joshi, Aalesh Avlani",Venture Catalysts
2020-12-06,Bounce,Series D,97500000.0,2020,2014,Bangalore,Automotive,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital"
2020-12-06,Xpressbees,Series A,100000000.0,2020,2015,Pune,E-Commerce,"Amitava Saha, Supam Maheshwari","Alibaba Group, InnoVen Capital"
2020-12-06,NuNu TV,Series A,670000.0,2020,2016,Bangalore,Media/Entertainment,Byju Raveendran,Risers Accelerators
2020-12-07,Samosa Party,Series A,3000000.0,2020,2017,Bangalore,Consumables,Amit Nanwani,Inflection Point Ventures
2020-12-07,Pine Labs,Series A,3000000.0,2020,2016,Noida,FinTech,"Lokvir Kapoor, Rajul Garg, Tarun Upaday",Mastercard
2020-12-07,TechnifyBiz,Seed Round,2000000.0,2020,2017,Bangalore,E-Commerce,"Akash Sharma, Abhishek Agarwal","Omnivore, Insitor Impact Asia Fund"
2020-12-08,WoodenStreet,Series A,1000000.0,2020,2015,Rajastan,Real Estate,"Dinesh Pratap, Lokendra Ranawat, Vikas Baheti, Virendra Ranawat","IAN Fund, Rajasthan Venture Capital Fund"
2020-12-08,Piggy Ride,Pre-series A,1862000.0,2020,2016,Bangalore,Technology,Manish Tewari,"JAFCO Asia, Artha Venture Fund"
2020-12-08,ReNEWate,Pre-seed,3000000.0,2020,2018,Pune,Real Estate,Supratik Ghatak,Real Estate Accelerator Program
2020-12-09,AlphaVector,Series A,3000000.0,2020,2015,Bangalore,Other,Sachin Chopra,"Avaana Capital, Titan Capital"
2020-12-09,uFony Services Pvt ltd,Series A,3000000.0,2020,2016,Pune,Education,Ashish C,Chennai Angels
2020-12-09,Peppermint,Seed Round,3000000.0,2020,2020,Bangalore,Technology,"Runal Dahiwade, Nityanand Prabhutendolkar, Miraj C. Vora","Venture Catalysts, Naveen Kshatriya,"
2020-12-10,Tring,Series A,3000000.0,2020,2019,Mumbai,Media/Entertainment,"Akshay Saini, Rahul Saini, Pranav Chabhadia","Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh"
2020-12-10,Zoomcar,Series D,30000000.0,2020,2013,Bangalore,Logistics,"Greg Moran, David Back",Sony Innovation Fund
2020-12-11,BankBazaar,Series D,3800000.0,2020,2008,Chennai,FinTech,"Adhil Shetty, Arjun Shetty, Rati Shetty,","Amazon, Sequoia, Walden SKT Venture Fund"
2020-12-12,SenseHawk,Series A,5000000.0,2020,2016,Bangalore,Energy,"Swarup Mavanoor, Rahul Sankhe","Falcon Edge Capital, SAIF Partners"
2020-12-12,Epigamia,Series C,2558000.0,2020,2015,Mumbai,Consumables,Rohan Mirchandani,KA Enterprise
2020-12-12,Hoi Foods,Pre-series A,2000000.0,2020,2017,Delhi,Consumables,Indrajeet Roy,Crowd Fund
2020-12-12,Krishitantra,Seed,1000000.0,2020,2017,Hyderabad,Technology,"Sandeep Kondaji, Vishnuprasada Bhat, Anand Bellan Raman","NABVENTURES, Omnivore"
2020-12-12,AdonMo,Series A,3000000.0,2020,2017,Bangalore,Other,"Sandeep Bommireddi, Sravanth Gajula",Ant Financial
2020-12-13,VilCart,Bridge Round,3000000.0,2020,2018,Bangalore,E-Commerce,"Prasanna Kumar, Mahesh Bhat, Rajasekhar, Amith S Mali","N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash"
2020-12-13,BitClass,Seed,2000000.0,2020,2020,Bangalore,Technology,"Gunjan Kejriwal, Utsav Tiwary","AET Japan, Figure Eight Investments, Waterbridge Ventures"
2020-12-13,Aye Finance,Series A,23850000.0,2020,2014,Gurugram,FinTech,"Vikram Jetley, Sanjay Sharma",Undisclosed
2020-12-13,HaikuJAM,Series A,3400000.0,2020,2016,Bangalore,Technology,Neer Sharma,"Lightbox. Social Capital, Dunce Capital"
2020-12-14,Snack Amor,Series A,3000000.0,2020,2017,Mumbai,Consumables,Deepak Grover,Dr Srinivas Chunduru
2020-12-14,Jiffy ai,Series A,18000000.0,2020,2018,Bangalore,Technology,Babu Sivadasan,Nexus Venture Partners
2020-12-15,MobiKwik,Series A,7000000.0,2020,2009,Gurugram,FinTech,"Bipin Singh, Upasana Taku","Hindustan Media Venture, Nicolas Jarrosson"
2020-12-15,MoEngage,Series C,25000000.0,2020,2016,Bangalore,Marketing,"Raviteja Dodda, Yashwanth Kumar",Eight Roads Ventures
2020-12-16,Odwen,Series A,54000.0,2020,2018,Noida,Other,Vijay Anand Bhagavatula,Prospect Partners.
2020-12-16,Riskcovry,Pre-series A,3000000.0,2020,2018,Mumbai,FinTech,"Suvendu Prusty, Sorabh Bhandari, Chiranth Patil.","Bharat Inclusion Seed Fund, Varanium Capital, and Better Capital"
2020-12-16,Mitron,Series A,5000000.0,2020,2016,Bangalore,Media/Entertainment,"Shivank Agarwal, Anish Khandelwal.",Nexus Venture Partners
2020-12-17,Arya,Series B,6000000.0,2020,2016,Noida,Technology,Prasanna Rao,LGT Lightstone Aspada
2020-12-17,Tamasha.live,Series A,300000.0,2020,2020,Mumbai,Gaming,"Saurabh Gupta, Siddharth Swarnkar","9Unicorns, Titan Capital, FirstCheque"
2020-12-17,Varthana,Series D,15000000.0,2020,2016,Bangalore,FinTech,Steve Hardgrave,ChrysCapital
2020-12-18,Skilancer,Series A,3000000.0,2020,2016,Noida,Technology,Neeraj Kumar,Venture Catalysts
2020-12-18,Capital Float,Series A,15000000.0,2020,2013,Bangalore,FinTech,"Gaurav Hinduja, Sashank Rishyasringa","Sequoia Capital, Ribbit Capital, Amazon, Saif Partners"
2020-12-18,Big Bang Boom Solutions,Series A,1000000.0,2020,2018,Chennai,Other,"Praveen Dwarkanath, Dr. Shivaraman Ramaswamy",Mumbai Angels Network
2020-12-19,Bijnis,Series A,10000000.0,2020,2015,Bangalore,E-Commerce,"Siddharth Vij, Siddharth Rastogi, Shubham Agarwal, Chaitanya Rathi","Sequoia Capital India, Matrix Partners India, InfoEdge, Waterbridge Ventures"
2020-12-19,SaScan,Series A,3000000.0,2020,2016,Bangalore,Automotive,Subhash Narayanan,Unicorn India ventures
2020-12-20,Aqgromalin,Series A,200000.0,2020,2019,Chennai,Technology,"Prasanna Manogaran, Bharani C L",Angel investors
2020-12-21,CashKaro,Series B,10000000.0,2020,2012,Gurugram,E-Commerce,"Rohan Bhargava, Swati Bhargava","Ratan Tata, Kalaari Capital"
2020-12-21,Umeed Housing,Series D,23000000.0,2020,2016,Haryana,FinTech,Ashutosh Sharma,Morgan Stanley Private Equity Asia
2020-12-21,TeaMonk,Pre-series A,900000.0,2020,2016,Bangalore,Consumables,"Amit Dutta, Ashok Mittal","Lead Angels Network, Roots Ventures"
2020-12-22,Taimei,Series A,176000000.0,2020,2013,Jiaxing,Automotive,Lu Zhao,"Cowin Venture, ZSVC"
2020-12-22,Morning Context,Seed Round,3000000.0,2020,2016,Bangalore,Media/Entertainment,Byju Raveendran,Angel investors
2020-12-22,BluSmart,Pre-series A,7000000.0,2020,2019,Gurugram,Energy,"Anmol Singh Jaggi, Punit K Goyal","Kalpavriksh, JITO Angel Network"
2020-12-22,Customfit ai,Series A,3000000.0,2020,2019,Bangalore,Technology,"Ashwin Kumar, Shoaib Mohammed",Venture Catalysts
2020-12-23,Firescore,Series A,500000.0,2020,2016,Mumbai,Gaming,"Karan Khairajani, Surojit Roy",Crazy Labs
2020-12-23,Clover,Series A,5500000.0,2020,2016,Bangalore,Technology,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura","Omnivore, Accel Partners, Mayfield"
2020-12-23,Satin Creditcare,Series A,15000000.0,2020,2016,Gurugram,FinTech,Byju Raveendran,Austrian Bank
2020-12-24,Servify,Series C,11370000.0,2020,2015,Mumbai,Manufacture,Sreevathsa Prabhakar,"Blume Ventures, Tetrao"
2020-12-25,Zimyo,Seed,1500000.0,2020,2018,Gurugram,Technology,"Ajay Kadyan, Kumar Mayank","Abhishant Pant, Chiranth Patil"
2020-12-25,Rivigo,Series F,3400000.0,2020,2014,Gurugram,Logistics,"Deepak Garg, Gazal Kalra",Trifecta Capital
2020-12-26,Servify,Series C,11370000.0,2020,2016,Mumbai,Technology,Sreevathsa Prabhakar,"Iron Pillar, Blume Ventures"
2020-12-26,Flinto,Pre series B,7200000.0,2020,2013,Chennai,Education,"Vijay Babu Gandhi, Shreenidhi Srirangam, Arunprasad Durairaj",Lightbox Ventures
2020-12-26,Pocket52,Series A,1750000.0,2020,2017,Bangalore,Gaming,Nitesh Salvi,Gameskraft
2020-12-27,iMerit,Series B,20000000.0,2020,2012,Kolkata,Technology,Radha Basu,CDC Group Plc
2020-12-27,Teachmint,Seed,3500000.0,2020,2020,Bangalore,Education,"Mihir, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Lightspeed India
2020-12-27,FabAlley,Series A,1100000.0,2020,2012,Noida,E-Commerce,"Tanvi Malik, Shivani Poddar.",Trifecta Capital
2020-12-28,Verloop.io,Series A,5000000.0,2020,2015,Bangalore,Technology,Gaurav Singh,Alpha Wave incubation
2020-12-28,Instoried,Pre-series A,1000000.0,2020,2018,Bangalore,Technology,"Sharmin Ali, Sutanshu Raj","Venture Catalysts, SOSV"
2020-12-28,CARS24,Series E,200000000.0,2020,2015,Haryana,Consumer Services,"Mehul Agrawal, Ruchit Agarwal, Vikram Chopra","Global Car Group, Freemark holdings"
2020-12-29,Melorra,Debt,8090000.0,2020,2015,Bangalore,Other,"Saroja Yeramilli, R Krishnakumar","Shadows Holdings, Lightbox"
2020-12-29,Max wholesale,Series A,603000.0,2020,2016,Delhi,E-Commerce,"Samarth Agrawal, Rohit Narang","Al Falaj Commercial Investment Co, Vistra ITCL India"
2020-12-29,YAP,Series A,4050000.0,2020,2014,Chennai,Other,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital"
2020-12-29,Settl,Series A,3000000.0,2020,2015,Gurugram,Logistics,"Amit Singh, Deepanshu Malviya","Sojitz, SIG Global India Fund"
2020-12-30,Altor,Series A,3000000.0,2020,2016,Bangalore,Technology,"Shamik Guha, Sayan Tapadar, Muhammad Bilal Shakil, Anirban Datta Gupta",Venture Catalysts
2020-12-30,Entri,Seed Round,1400000.0,2020,2017,Kochi,Education,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital
2020-12-30,Yolo,Seed funding,600000.0,2020,2019,Gurugram,Logistics,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed
2020-12-31,Axio Biosolutions,Series B,5200000.0,2020,2016,Bangalore,Technology,Leo Mavely,Omidyar Network India
2020-12-31,Blackbuck,Series A,3000000.0,2020,2015,Bangalore,Logistics,Rajesh Yabaji,Trifecta Venture
2020-12-31,Chingari,Seed Round,1000000.0,2020,2016,Bangalore,Media/Entertainment,Sumit Ghosh,"LogX Ventures, AngelList’s Utsav Somani, NowFloats’ Jasminder Singh Gulati, AL Trust (Vistra ITCL), Village Global."
2020-12-31,Spinny,Series B,43700000.0,2020,2015,Haryana,Other,"Niraj Singh, Mohit Gupta, Ramanshu Mahuar","Nandan Nilekani, Sanjeev Aggarwal"
2020-12-31,MPowered,Pre-series A,21000000.0,2020,2016,Gurugram,Technology,Sudeep Singh,"Ashok Nichani, Shelly Nichani"
2021-01-01,Zotalabs,Seed,1250000.0,2021,2019,Pune,Technology,"Nausherwan Shah, Wasim Khan",Alfa Ventures
2021-01-01,Indi Energy,Seed,169032154.0,2021,2019,Roorkee,Energy,Dr. ASIT SAHOO,Mumbai Angels Network
2021-01-01,Newton School,Series A,5000000.0,2021,2019,Bangalore,Education,"Nishant Chandra, Siddharth Maheshwari","RTP Global, Harshil Mathur"
2021-01-02,MedPrime Technologies,Seed,169032154.0,2021,2014,Thane,Automotive,"Samrat, Greeshma Unnikrishnan, Binil Jacob, Mahesh Kumar Rathor","Mumbai Angels Network, Social Alpha"
2021-01-03,Oliveboard,Seed,3000000.0,2021,2012,Bangalore,Education,"Abhishek Patil, V Satish Kumar",IAN Fund
2021-01-03,Gobbly,Pre-series A,900000.0,2021,2019,Gurugram,Consumer Services,"Ankur Agarwal, Amit Ahuja","Anicut Angel Fund, Sauce.VC"
2021-01-03,Five Star Finance,Seed,234000000.0,2021,1984,Chennai,FinTech,V K Ranganathan,"TPG Capital Asia, Epiq Capital"
2021-01-03,Nazara Technologies,Seed,30000000.0,2021,2000,Mumbai,Gaming,Nitish Mittersain,"Hornbill Capital Advisers, Plutus Wealth Management"
2021-01-03,Vitra.ai,Seed,169032154.0,2021,2020,Bangalore,Technology,Akash Nidhi PS,Inflexor Ventures
2021-01-03,PayCardo,Pre-seed,169032154.0,2021,2021,Pune,Finance,"Vivek Kumar Choubey, Vivek Kumar",MaGEHold
2021-01-03,Progcap,Debt,1000000.0,2021,2017,Delhi,FinTech,"Pallavi Shrivastava, Himanshu Chandra","Somak Ghosh, M V Nair"
2021-01-03,Furlenco,Seed,2000000.0,2021,2012,Bangalore,Real Estate,Ajith Karimpana,BlackSoil Capital
2021-01-04,CommerceUp,Seed,169032154.0,2021,2018,Gurugram,Technology,Piyush Pathak,NB Ventures
2021-01-04,Avanti Finance,Series A2,15000000.0,2021,2017,Bangalore,Finance,"Nandan Nilekani, Vijay Kelkar","Oikocredit, Nomura, The Bill & Melinda Gates Foundation"
2021-01-04,CashBook,Seed,2300000.0,2021,2020,Gurugram,FinTech,"Vivek, Ashutosh Pathak","JAM, Better Tomorrow Ventures"
2021-01-04,ASQI Advisors,Pre-series A,1000000.0,2021,2019,Mumbai,Finance,Swapnil Pawar,Founders Room Capital
2021-01-04,Livve Homes,Seed,5000000.0,2021,2017,Bangalore,Logistics,Maya Lakshman,Angel investors
2021-01-05,YAP,Series B,10000000.0,2021,2014,Chennai,FinTech,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital"
2021-01-05,Totality,Seed,1000000.0,2021,2017,Gurugram,Media/Entertainment,Anshul Rustaggi,"Leo Capital, Mayfield Fund"
2021-01-05,Unacademy,Seed,169032154.0,2021,2015,Bangalore,Education,"Gaurav Munjal, Hemesh Singh, Roman Saini",Bhavin Turakhia
2021-01-06,Polygon,Seed,169032154.0,2021,2017,Mumbai,FinTech,"Jaynti Kanani, Sandeep Nailwal, Anurag Arjun","Mark Cuban, MiH Ventures"
2021-01-08,Atomberg Technologies,Seed,169032154.0,2021,2012,Mumbai,Consumer Services,"Manoj Meena, Sibabrata Das",Ka Enterprises
2021-01-08,Dropshop,Pre-series A,1000000.0,2021,2019,Bangalore,Logistics,"Udit Dhawan, Rohit Fernandes, Ravi Teja",Inflection Point Ventures
2021-01-08,BatteryPool,Seed,169032154.0,2021,2018,Pune,Automotive,Ashwin Shankar,IAN
2021-01-09,Stylework,Pre-series A,500000.0,2021,2017,Gurugram,Other,Sparsh Khandelwal,Inflection Point Ventures
2021-01-09,Avishkaar,Pre-series A,600000.0,2021,2014,Delhi,Education,"Rajeev Gaba, Tarun Bhalla",Auxano
2021-01-09,Gumlet,Seed,1600000.0,2021,2019,Bangalore,Technology,"Divyesh Patel, Aditya Patadia",Sequoia’s Surge
2021-01-10,SecureNow,Series B,6000000.0,2021,2011,Gurugram,Finance,"Kapil Mehta, Abhishek Bondia",Apis Insurtech Fund I
2021-01-10,Pathfndr.io,Pre-series A,169032154.0,2021,2015,Bangalore,Technology,Varun Gupta,Arali Ventures
2021-01-10,Wiggles.in,Pre-series A,5500000.0,2021,2018,Pune,Healthcare,Anushka Iyer,Anthill Ventures
2021-01-11,Legalwiz.in,Seed,500000.0,2021,2015,Ahmedabad,Other,"Shrijay Sheth, Gaurav Barot",ContCentric
2021-01-11,LenDenClub,Series A,10000000.0,2021,2015,Mumbai,Finance,"Bhavin Patel, Dipesh Karki","Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund"
2021-01-11,India Quotient,Seed,64000000.0,2021,2012,Mumbai,Finance,"Anand Lunia, Madhukar Sinha",Inflection Point Ventures
2021-01-11,CRED,Series E,250000000.0,2021,2018,Bangalore,Finance,Kunal Shah,"Tiger Global, Falcon Edge"
2021-01-11,Disruptium,Seed,200000.0,2021,2021,Ahmadabad,Consumer Services,"Yash Shah, Kapil Mathrani, Ishit Desai",Pravesh Mehta
2021-01-11,6Degree,Seed,1000000.0,2021,2014,Mumbai,Consumer Services,"Amit Bhardwaj, Nikhil Hegde","Keiretsu Forum, SucSEED Venture Partners"
2021-01-12,Elucidata,Pre-series A,5000000.0,2021,2015,Delhi,Technology,"Abhishek Jha, Richard Kibbey, Swetabh Pathak",Hyperplane Venture Capital
2021-01-12,Ruptok,Seed,10000000.0,2021,2020,Delhi,FinTech,"Ankur Gupta, Akshita Gupta, Yashwardhan Aeren",Wurk
2021-01-13,CoffeeMug.ai,Pre-seed,620000.0,2021,2020,Delhi,Technology,"Abhishek Sharma, Dipti Tandon","Paradigm Shift Capital, AngelList India"
2021-01-14,Spinny,Series C,65000000.0,2021,2015,Gurugram,Consumer Services,"Mohit Gupta, Niraj Singh, Ramanshu Mahaur","Arena Holdings, Think Investments"
2021-01-14,Digit Insurance,Seed,200000000.0,2021,2016,Bangalore,Other,Kamesh Goyal,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers"
2021-01-14,M2P Fintech,Series C,35000000.0,2021,2015,Chennai,Finance,Madhusudanan R,Tiger Global
2021-01-14,BookingJini,Pre-series A,1200000.0,2021,2017,Gurugram,Hospitality,"Deepak Dash, Gourab Kumar Nandy, Manoj Pandia, Sibasish Mishra",Mumbai Angels Network
2021-01-14,Anveshan,Seed,500000.0,2021,2019,Bangalore,Consumables,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa","DSG Consumer Partners, Titan Capital"
2021-01-14,ChefKart,Pre-seed,300000.0,2021,2020,Gurugram,Consumer Services,"Vaibhav Gupta, Arpit Gupta, Aman Gupta","Lead Angels, Titan Capital, Pravega Ventures"
2021-01-14,Vanity Wagon,Seed,200000.0,2021,2018,Haryana,Wellness/Beauty,Prateek Ruhail,"Dhianu Das, Agility Venture Partners"
2021-01-14,Neverinstall,Seed,370000.0,2021,2019,Bangalore,Technology,"Lakshmana Pasala, Ram Pasala",Speciale Invest
2021-01-15,Tekie,Seed,1500000.0,2021,2017,Gurugram,Education,"Anand Verma, Naman Mukund","GSV, Multiply Ventures"
